% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=965966, Sat Mar 21 15:51:43 2020
1 16 0.2659001057794479 1.0000458343836967 1.0 1.0 1.0000041666753472 1.0000083333680556 1.0000125000781253 1.0000166668055563 1.0000208335503487 1.0000250003125026 1.000029167092018 1.0000333338888951 1.0000375007031337 1.0000416675347343 1.0000458343836967
2 32 0.2371909321054156 1.0483141841408443 0.9249037918431517 0.9249037918431517 0.9351212266924753 0.9711899790289972 0.9788894841549647 0.9879462242518368 0.9924414802647066 1.0012480687690872 1.0034063552641495 1.0127904532174248 1.0182896159708237 1.0370376718557424 1.0483141841408443
3 48 0.22463239577375888 1.051144423024489 0.8817166802381045 0.8817166802381045 0.9083298399297102 0.9331792873377224 0.9571223811379624 0.9742213115155284 0.995203466074532 0.9991870109669755 1.0064189812258104 1.014002871653908 1.0344309732481716 1.0417036633135408 1.051144423024489
4 64 0.22231613863831387 1.0616947121118687 0.8584230188253155 0.8584230188253155 0.8972364046346745 0.9178331092819818 0.9470569580468924 0.9654855429684109 0.9748954126090962 0.9815514164300982 0.9996672303514208 1.009630975725058 1.0183173209537968 1.0401916266815747 1.0616947121118687
5 80 0.20603881087705944 1.1110142997414572 0.8405352005942521 0.8405352005942521 0.8605226887502491 0.8991125649793322 0.922366692281524 0.9509813338563474 0.9600357319279791 0.9805596461869426 1.0024810295526372 1.0070355220678189 1.0225551377088746 1.0473597863212614 1.1110142997414572
6 96 0.18464337153253965 1.1261048237790927 0.8186772346948767 0.8186772346948767 0.8395281888825489 0.8894835846841536 0.9182242327852875 0.9258936083366368 0.9458167309926675 0.965880240505289 0.9798958802157511 1.0143537425087428 1.02231661403609 1.0370865970661105 1.1261048237790927
7 112 0.17592097758705227 1.1617148578264214 0.7805145159955728 0.7805145159955728 0.8386202721878546 0.865472505648728 0.8857864964099944 0.9046137231578879 0.9394309514389939 0.9669908001756259 0.9821781824643995 0.9866016487064421 1.023996437016985 1.0385117268137503 1.1617148578264214
8 128 0.15662155195038438 1.12917507927956 0.7693050239533202 0.7693050239533202 0.8273364293449025 0.8500111761149985 0.8855947823055851 0.9094586797241704 0.9356230338351825 0.942783253209454 0.9833084969882555 0.9856931912154457 1.0413654038512017 1.0742044117667535 1.12917507927956
9 144 0.16817886215836167 1.1135295892679697 0.7458831707024297 0.7458831707024297 0.818119778250144 0.8356626761726323 0.8689255012295084 0.8958782299011682 0.9253676746650337 0.9396479008126265 0.9883906968940244 1.004697151366779 1.030797916383815 1.086901984357649 1.1135295892679697
10 160 0.1839656849237338 1.1559750082637328 0.7398686932862626 0.7398686932862626 0.7803846189290273 0.8178670136246702 0.856256683461559 0.8930107513498577 0.9210143307072806 0.9373060434841828 0.9818708376889537 1.0224270788639445 1.0506486540357813 1.102909784955483 1.1559750082637328
11 176 0.1846454899757434 1.2585666955351213 0.729815626775685 0.729815626775685 0.7764387271887854 0.7997310603080816 0.8543072317092746 0.8954471630346575 0.912534656857188 0.9228859363135472 0.9707795129085685 0.9980468891959835 1.0300246960099708 1.1043777876295673 1.2585666955351213
12 192 0.1685149826115729 1.269689176612284 0.7102508954660411 0.7102508954660411 0.7810571781908785 0.7989668542209581 0.8435900208912416 0.8950320017765792 0.8966435255458042 0.9111877415040271 0.9825386362490627 1.008161603907411 1.0245249009634827 1.0857876159874271 1.269689176612284
13 208 0.1575733526757933 1.287307825278669 0.6996360909561741 0.6996360909561741 0.7619090231636643 0.7949470739215354 0.8443203060196406 0.8624844697456653 0.8874522515015154 0.9095841325768267 0.9655959901919137 1.0016421702474092 1.0312156723388948 1.104865540513106 1.287307825278669
14 224 0.15509364275154894 1.2799730012684212 0.6927550539225987 0.6927550539225987 0.7496833688794321 0.7932154741840592 0.8422172108821739 0.860919561510079 0.8838740638931695 0.8879969480326494 0.9290011203394402 1.0011409273697793 1.0362662261194489 1.0985091505479248 1.2799730012684212
15 240 0.15037516206081172 1.2814830750178148 0.6663891104087125 0.6663891104087125 0.7126394856193948 0.777010088780953 0.8421329014854639 0.8685662844310179 0.8779705056046901 0.9175048715997546 0.9430987797012853 1.0099494093250134 1.044318591232006 1.0949510795792812 1.2814830750178148
